scan_file,image,bucket,bucket_label,rule_label,total_dependency_count,vuln_total,critical_cve_count,high_cve_count,cvss_ge_7_count,max_cvss,unique_cwe_count,top25_cwe_count,base_image_age_days
data/scans/high-qual/python-3.12.2-slim-bookworm.json,python:3.12.2-slim-bookworm,high-qual,ALLOW,WARN,110.0,133.0,10.0,66.0,43.0,10.0,66.0,41.0,721.0
data/scans/high-qual/node-18-alpine.json,node:18-alpine,high-qual,ALLOW,ALLOW,222.0,28.0,1.0,22.0,14.0,9.8,18.0,14.0,354.0
data/scans/high-qual/node-20-alpine.json,node:20-alpine,high-qual,ALLOW,ALLOW,223.0,15.0,1.0,12.0,12.0,9.8,11.0,8.0,0.0
data/scans/high-qual/node-21-alpine.json,node:21-alpine,high-qual,ALLOW,WARN,239.0,38.0,2.0,28.0,19.0,9.8,22.0,21.0,649.0
data/scans/high-qual/node-18-bookworm-slim.json,node:18-bookworm-slim,high-qual,ALLOW,WARN,293.0,73.0,3.0,32.0,27.0,10.0,44.0,20.0,298.0
data/scans/high-qual/node-20-bookworm-slim.json,node:20-bookworm-slim,high-qual,ALLOW,ALLOW,293.0,59.0,3.0,25.0,21.0,10.0,36.0,15.0,0.0
data/scans/high-qual/node-lts-alpine.json,node:lts-alpine,high-qual,ALLOW,ALLOW,182.0,8.0,1.0,6.0,6.0,9.8,6.0,4.0,0.0
data/scans/high-qual/golang-1.21-alpine.json,golang:1.21-alpine,high-qual,ALLOW,WARN,55.0,51.0,3.0,42.0,21.0,10.0,19.0,14.0,586.0
data/scans/high-qual/golang-1.22-alpine.json,golang:1.22-alpine,high-qual,ALLOW,WARN,56.0,43.0,3.0,34.0,18.0,10.0,17.0,13.0,404.0
data/scans/high-qual/golang-1.21-bookworm.json,golang:1.21-bookworm,high-qual,ALLOW,BLOCK,245.0,3512.0,26.0,2657.0,924.0,10.0,127.0,1207.0,580.0
data/scans/high-qual/golang-1.22-bookworm.json,golang:1.22-bookworm,high-qual,ALLOW,BLOCK,245.0,2530.0,21.0,1807.0,622.0,10.0,113.0,793.0,404.0
data/scans/high-qual/rust-1.75-alpine.json,rust:1.75-alpine,high-qual,ALLOW,WARN,29.0,17.0,1.0,7.0,7.0,7.8,12.0,11.0,778.0
data/scans/high-qual/rust-1.76-alpine.json,rust:1.76-alpine,high-qual,ALLOW,WARN,29.0,17.0,1.0,7.0,7.0,7.8,12.0,11.0,730.0
data/scans/high-qual/rust-1.76-slim-bookworm.json,rust:1.76-slim-bookworm,high-qual,ALLOW,BLOCK,132.0,4255.0,27.0,3200.0,1086.0,10.0,106.0,1509.0,733.0
data/scans/high-qual/ruby-3.2-alpine.json,ruby:3.2-alpine,high-qual,ALLOW,ALLOW,111.0,3.0,1.0,1.0,1.0,9.8,2.0,1.0,0.0
data/scans/high-qual/ruby-3.3-alpine.json,ruby:3.3-alpine,high-qual,ALLOW,ALLOW,108.0,3.0,1.0,1.0,1.0,9.8,2.0,1.0,0.0
data/scans/high-qual/php-8.2-fpm-alpine.json,php:8.2-fpm-alpine,high-qual,ALLOW,ALLOW,43.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,0.0
data/scans/high-qual/php-8.3-fpm-alpine.json,php:8.3-fpm-alpine,high-qual,ALLOW,ALLOW,43.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,0.0
data/scans/high-qual/postgres-15-alpine.json,postgres:15-alpine,high-qual,ALLOW,ALLOW,51.0,21.0,2.0,18.0,12.0,10.0,6.0,6.0,0.0
data/scans/high-qual/postgres-16-alpine.json,postgres:16-alpine,high-qual,ALLOW,ALLOW,51.0,21.0,2.0,18.0,12.0,10.0,6.0,6.0,0.0
data/scans/high-qual/postgres-16.2-alpine3.19.json,postgres:16.2-alpine3.19,high-qual,ALLOW,WARN,48.0,26.0,2.0,16.0,15.0,9.8,19.0,19.0,697.0
data/scans/high-qual/mysql-8.0.36.json,mysql:8.0.36,high-qual,ALLOW,WARN,144.0,183.0,19.0,150.0,106.0,10.0,64.0,67.0,697.0
data/scans/high-qual/mysql-8.3.0.json,mysql:8.3.0,high-qual,ALLOW,WARN,144.0,183.0,19.0,150.0,106.0,10.0,64.0,67.0,697.0
data/scans/high-qual/mariadb-11.2.json,mariadb:11.2,high-qual,ALLOW,WARN,155.0,146.0,10.0,109.0,72.0,10.0,54.0,44.0,405.0
data/scans/high-qual/mariadb-11.3.json,mariadb:11.3,high-qual,ALLOW,WARN,159.0,164.0,13.0,125.0,81.0,10.0,63.0,52.0,656.0
data/scans/high-qual/redis-7.2-alpine.json,redis:7.2-alpine,high-qual,ALLOW,ALLOW,23.0,83.0,6.0,74.0,50.0,10.0,23.0,23.0,21.0
data/scans/high-qual/redis-7.2.4-alpine.json,redis:7.2.4-alpine,high-qual,ALLOW,WARN,23.0,98.0,7.0,80.0,56.0,10.0,32.0,33.0,667.0
data/scans/high-qual/mongo-6.0-jammy.json,mongo:6.0-jammy,high-qual,ALLOW,ALLOW,397.0,72.0,4.0,42.0,26.0,10.0,35.0,17.0,77.0
data/scans/high-qual/mongo-7.0-jammy.json,mongo:7.0-jammy,high-qual,ALLOW,ALLOW,397.0,51.0,1.0,23.0,17.0,10.0,26.0,11.0,0.0
data/scans/high-qual/memcached-1.6-alpine.json,memcached:1.6-alpine,high-qual,ALLOW,ALLOW,21.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,0.0
data/scans/high-qual/rabbitmq-3.12-management-alpine.json,rabbitmq:3.12-management-alpine,high-qual,ALLOW,WARN,39.0,35.0,3.0,27.0,16.0,9.8,22.0,20.0,516.0
data/scans/high-qual/rabbitmq-3.13-management-alpine.json,rabbitmq:3.13-management-alpine,high-qual,ALLOW,ALLOW,43.0,16.0,1.0,13.0,4.0,9.8,9.0,7.0,104.0
data/scans/high-qual/traefik-v2.10.json,traefik:v2.10,high-qual,ALLOW,WARN,309.0,83.0,6.0,56.0,38.0,10.0,38.0,22.0,779.0
data/scans/high-qual/traefik-v3.0.json,traefik:v3.0,high-qual,ALLOW,WARN,317.0,75.0,6.0,54.0,31.0,10.0,34.0,21.0,621.0
data/scans/high-qual/haproxy-2.8-alpine.json,haproxy:2.8-alpine,high-qual,ALLOW,ALLOW,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/scans/high-qual/haproxy-2.9-alpine.json,haproxy:2.9-alpine,high-qual,ALLOW,ALLOW,20.0,15.0,1.0,11.0,3.0,9.8,9.0,7.0,360.0
data/scans/high-qual/caddy-2.7-alpine.json,caddy:2.7-alpine,high-qual,ALLOW,WARN,149.0,81.0,11.0,57.0,40.0,10.0,34.0,26.0,683.0
data/scans/high-qual/caddy-2.7.6-alpine.json,caddy:2.7.6-alpine,high-qual,ALLOW,WARN,149.0,81.0,11.0,57.0,40.0,10.0,34.0,26.0,683.0
data/scans/high-qual/busybox-1.36.json,busybox:1.36,high-qual,ALLOW,ALLOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/scans/high-qual/busybox-1.36-musl.json,busybox:1.36-musl,high-qual,ALLOW,ALLOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
data/scans/high-qual/tomcat-10.1-jdk17-temurin-jammy.json,tomcat:10.1-jdk17-temurin-jammy,high-qual,ALLOW,ALLOW,190.0,38.0,0.0,7.0,7.0,8.6,25.0,9.0,0.0
data/scans/high-qual/eclipse-temurin-21-jre-alpine.json,eclipse-temurin:21-jre-alpine,high-qual,ALLOW,ALLOW,74.0,5.0,1.0,3.0,3.0,9.8,5.0,2.0,0.0
data/scans/high-qual/amazoncorretto-21-alpine.json,amazoncorretto:21-alpine,high-qual,ALLOW,ALLOW,30.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,47.0
data/scans/high-qual/python-3.13-slim.json,python:3.13-slim,high-qual,ALLOW,ALLOW,89.0,42.0,3.0,10.0,7.0,10.0,29.0,10.0,3.0
data/scans/high-qual/python-3.13-alpine.json,python:3.13-alpine,high-qual,ALLOW,ALLOW,31.0,10.0,0.0,7.0,2.0,7.8,11.0,5.0,0.0
data/scans/high-qual/python-3.10-slim.json,python:3.10-slim,high-qual,ALLOW,ALLOW,107.0,54.0,3.0,18.0,10.0,10.0,37.0,19.0,5.0
data/scans/high-qual/python-3.10-alpine.json,python:3.10-alpine,high-qual,ALLOW,ALLOW,58.0,17.0,0.0,10.0,5.0,8.6,15.0,10.0,0.0
data/scans/high-qual/python-3.13.0-slim-bookworm.json,python:3.13.0-slim-bookworm,high-qual,ALLOW,WARN,99.0,107.0,8.0,48.0,26.0,10.0,60.0,34.0,497.0
data/scans/high-qual/python-3.12-bookworm.json,python:3.12-bookworm,high-qual,ALLOW,BLOCK,431.0,1236.0,16.0,584.0,260.0,10.0,106.0,406.0,6.0
data/scans/high-qual/python-3.11-bookworm.json,python:3.11-bookworm,high-qual,ALLOW,BLOCK,449.0,1238.0,16.0,586.0,262.0,10.0,106.0,408.0,6.0
data/scans/high-qual/python-3.13-bookworm.json,python:3.13-bookworm,high-qual,ALLOW,BLOCK,431.0,1234.0,16.0,584.0,260.0,10.0,106.0,405.0,5.0
data/scans/high-qual/node-22-alpine.json,node:22-alpine,high-qual,ALLOW,ALLOW,217.0,14.0,0.0,9.0,4.0,8.6,12.0,6.0,0.0
data/scans/high-qual/node-23-alpine.json,node:23-alpine,high-qual,ALLOW,ALLOW,239.0,40.0,1.0,31.0,15.0,9.8,24.0,20.0,318.0
data/scans/high-qual/node-22-bookworm-slim.json,node:22-bookworm-slim,high-qual,ALLOW,WARN,287.0,61.0,5.0,19.0,13.0,10.0,41.0,13.0,7.0
data/scans/high-qual/node-23-bookworm-slim.json,node:23-bookworm-slim,high-qual,ALLOW,WARN,309.0,85.0,5.0,36.0,28.0,10.0,52.0,25.0,327.0
data/scans/high-qual/node-22-slim.json,node:22-slim,high-qual,ALLOW,WARN,287.0,61.0,5.0,19.0,13.0,10.0,41.0,13.0,7.0
data/scans/high-qual/node-20-slim.json,node:20-slim,high-qual,ALLOW,WARN,293.0,72.0,5.0,30.0,23.0,10.0,45.0,20.0,7.0
data/scans/high-qual/node-current-alpine.json,node:current-alpine,high-qual,ALLOW,ALLOW,165.0,14.0,0.0,9.0,4.0,8.6,12.0,6.0,0.0
data/scans/high-qual/node-iron-alpine.json,node:iron-alpine,high-qual,ALLOW,ALLOW,223.0,25.0,0.0,20.0,14.0,8.8,17.0,13.0,0.0
data/scans/high-qual/golang-1.23-alpine.json,golang:1.23-alpine,high-qual,ALLOW,ALLOW,58.0,51.0,2.0,37.0,17.0,10.0,18.0,19.0,251.0
data/scans/high-qual/golang-1.23-bookworm.json,golang:1.23-bookworm,high-qual,ALLOW,BLOCK,246.0,1927.0,25.0,1230.0,426.0,10.0,106.0,505.0,244.0
data/scans/high-qual/golang-1.20-alpine.json,golang:1.20-alpine,high-qual,ALLOW,WARN,58.0,64.0,4.0,42.0,27.0,10.0,21.0,18.0,797.0
data/scans/high-qual/golang-1.20-bookworm.json,golang:1.20-bookworm,high-qual,ALLOW,BLOCK,247.0,4734.0,43.0,3553.0,1253.0,10.0,145.0,1678.0,797.0
data/scans/high-qual/golang-1.22-alpine3.19.json,golang:1.22-alpine3.19,high-qual,ALLOW,WARN,56.0,43.0,2.0,28.0,16.0,10.0,14.0,10.0,496.0
data/scans/high-qual/golang-1.23-bullseye.json,golang:1.23-bullseye,high-qual,ALLOW,BLOCK,243.0,2552.0,27.0,1566.0,599.0,10.0,124.0,760.0,244.0
data/scans/high-qual/rust-1.77-alpine.json,rust:1.77-alpine,high-qual,ALLOW,WARN,29.0,19.0,1.0,8.0,8.0,7.8,15.0,11.0,726.0
data/scans/high-qual/rust-1.78-alpine.json,rust:1.78-alpine,high-qual,ALLOW,WARN,28.0,33.0,2.0,25.0,11.0,9.8,17.0,19.0,690.0
data/scans/high-qual/rust-1.77-slim-bookworm.json,rust:1.77-slim-bookworm,high-qual,ALLOW,BLOCK,132.0,4024.0,31.0,3093.0,1058.0,10.0,104.0,1414.0,714.0
data/scans/high-qual/rust-1.78-slim-bookworm.json,rust:1.78-slim-bookworm,high-qual,ALLOW,BLOCK,132.0,3921.0,30.0,3022.0,1034.0,10.0,103.0,1383.0,699.0
data/scans/high-qual/rust-slim.json,rust:slim,high-qual,ALLOW,WARN,119.0,522.0,6.0,193.0,87.0,10.0,60.0,114.0,4.0
data/scans/high-qual/ruby-3.1-alpine.json,ruby:3.1-alpine,high-qual,ALLOW,WARN,108.0,28.0,1.0,20.0,6.0,9.8,17.0,13.0,384.0
data/scans/high-qual/ruby-3.3-slim.json,ruby:3.3-slim,high-qual,ALLOW,ALLOW,169.0,49.0,3.0,16.0,8.0,10.0,34.0,15.0,4.0
data/scans/high-qual/ruby-3.2-slim.json,ruby:3.2-slim,high-qual,ALLOW,ALLOW,172.0,49.0,3.0,16.0,8.0,10.0,34.0,15.0,4.0
data/scans/high-qual/ruby-3.1-slim.json,ruby:3.1-slim,high-qual,ALLOW,WARN,181.0,101.0,6.0,45.0,25.0,10.0,60.0,34.0,384.0
data/scans/high-qual/ruby-3.3-bookworm.json,ruby:3.3-bookworm,high-qual,ALLOW,BLOCK,500.0,1217.0,16.0,580.0,255.0,10.0,105.0,395.0,6.0
data/scans/high-qual/php-8.1-fpm-alpine.json,php:8.1-fpm-alpine,high-qual,ALLOW,ALLOW,41.0,21.0,1.0,17.0,5.0,9.8,12.0,10.0,113.0
data/scans/high-qual/php-8.2-cli-alpine.json,php:8.2-cli-alpine,high-qual,ALLOW,ALLOW,43.0,11.0,0.0,8.0,3.0,8.6,9.0,6.0,0.0
data/scans/high-qual/php-8.3-cli-alpine.json,php:8.3-cli-alpine,high-qual,ALLOW,ALLOW,43.0,11.0,0.0,8.0,3.0,8.6,9.0,6.0,0.0
data/scans/high-qual/php-8.1-cli-alpine.json,php:8.1-cli-alpine,high-qual,ALLOW,ALLOW,41.0,21.0,1.0,17.0,5.0,9.8,12.0,10.0,113.0
data/scans/high-qual/php-8.3-fpm-bookworm.json,php:8.3-fpm-bookworm,high-qual,ALLOW,BLOCK,174.0,1018.0,10.0,490.0,191.0,10.0,78.0,292.0,7.0
data/scans/high-qual/php-8.2-fpm-bookworm.json,php:8.2-fpm-bookworm,high-qual,ALLOW,BLOCK,174.0,1018.0,10.0,490.0,191.0,10.0,78.0,292.0,7.0
data/scans/high-qual/eclipse-temurin-21-jdk-alpine.json,eclipse-temurin:21-jdk-alpine,high-qual,ALLOW,ALLOW,78.0,20.0,0.0,12.0,7.0,8.6,13.0,13.0,0.0
data/scans/high-qual/eclipse-temurin-17-jre-alpine.json,eclipse-temurin:17-jre-alpine,high-qual,ALLOW,ALLOW,74.0,20.0,0.0,12.0,7.0,8.6,13.0,13.0,0.0
data/scans/high-qual/eclipse-temurin-17-jdk-alpine.json,eclipse-temurin:17-jdk-alpine,high-qual,ALLOW,ALLOW,78.0,20.0,0.0,12.0,7.0,8.6,13.0,13.0,0.0
data/scans/high-qual/eclipse-temurin-21-jre-jammy.json,eclipse-temurin:21-jre-jammy,high-qual,ALLOW,ALLOW,144.0,19.0,0.0,10.0,5.0,7.8,16.0,6.0,0.0
data/scans/high-qual/amazoncorretto-17-alpine.json,amazoncorretto:17-alpine,high-qual,ALLOW,ALLOW,30.0,11.0,0.0,8.0,3.0,8.6,9.0,6.0,75.0
data/scans/high-qual/amazoncorretto-21-al2023.json,amazoncorretto:21-al2023,high-qual,ALLOW,ALLOW,145.0,16.0,0.0,16.0,6.0,7.6,11.0,7.0,0.0
data/scans/high-qual/tomcat-11.0-jdk21-temurin.json,tomcat:11.0-jdk21-temurin,high-qual,ALLOW,ALLOW,186.0,21.0,0.0,7.0,2.0,7.5,16.0,7.0,3.0
data/scans/high-qual/debian-trixie-slim.json,debian:trixie-slim,high-qual,ALLOW,ALLOW,79.0,49.0,3.0,16.0,8.0,10.0,34.0,15.0,7.0
data/scans/high-qual/debian-bookworm.json,debian:bookworm,high-qual,ALLOW,ALLOW,89.0,58.0,5.0,18.0,12.0,10.0,39.0,13.0,7.0
data/scans/high-qual/ubuntu-24.10.json,ubuntu:24.10,high-qual,ALLOW,ALLOW,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0
data/scans/high-qual/ubuntu-mantic.json,ubuntu:mantic,high-qual,ALLOW,WARN,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0
data/scans/high-qual/alpine-3.20.json,alpine:3.20,high-qual,ALLOW,ALLOW,15.0,8.0,0.0,7.0,2.0,7.8,7.0,5.0,76.0
data/scans/high-qual/fedora-40.json,fedora:40,high-qual,ALLOW,WARN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0
data/scans/high-qual/fedora-41.json,fedora:41,high-qual,ALLOW,ALLOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
data/scans/high-qual/rockylinux-9.json,rockylinux:9,high-qual,ALLOW,WARN,142.0,112.0,12.0,83.0,57.0,9.8,64.0,51.0,684.0
data/scans/high-qual/rockylinux-9-minimal.json,rockylinux:9-minimal,high-qual,ALLOW,WARN,119.0,82.0,9.0,59.0,37.0,9.8,51.0,35.0,684.0
data/scans/high-qual/busybox-1.37.json,busybox:1.37,high-qual,ALLOW,ALLOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
data/scans/high-qual/nginx-1.25-alpine.json,nginx:1.25-alpine,high-qual,ALLOW,WARN,67.0,51.0,4.0,27.0,21.0,9.8,32.0,23.0,707.0
data/scans/high-qual/nginx-1.26-alpine.json,nginx:1.26-alpine,high-qual,ALLOW,ALLOW,68.0,47.0,1.0,33.0,16.0,9.8,22.0,29.0,362.0
data/scans/high-qual/nginx-1.25-bookworm.json,nginx:1.25-bookworm,high-qual,ALLOW,WARN,150.0,257.0,19.0,123.0,86.0,10.0,85.0,109.0,699.0
data/scans/high-qual/nginx-1.26-bookworm.json,nginx:1.26-bookworm,high-qual,ALLOW,WARN,150.0,212.0,14.0,97.0,68.0,10.0,72.0,87.0,371.0
data/scans/high-qual/httpd-2.4-alpine.json,httpd:2.4-alpine,high-qual,ALLOW,ALLOW,43.0,17.0,0.0,9.0,4.0,8.6,14.0,9.0,0.0
data/scans/high-qual/httpd-2.4.59-alpine.json,httpd:2.4.59-alpine,high-qual,ALLOW,WARN,40.0,62.0,5.0,41.0,21.0,9.8,31.0,29.0,662.0
data/scans/high-qual/httpd-2.4.62-alpine.json,httpd:2.4.62-alpine,high-qual,ALLOW,WARN,41.0,55.0,4.0,37.0,21.0,9.8,28.0,30.0,460.0
data/scans/high-qual/httpd-2.4.62-bookworm.json,httpd:2.4.62-bookworm,high-qual,ALLOW,WARN,117.0,167.0,10.0,76.0,51.0,10.0,72.0,55.0,455.0
data/scans/high-qual/postgres-17-alpine.json,postgres:17-alpine,high-qual,ALLOW,ALLOW,51.0,37.0,1.0,25.0,15.0,10.0,15.0,12.0,0.0
data/scans/high-qual/postgres-16.3-alpine3.20.json,postgres:16.3-alpine3.20,high-qual,ALLOW,WARN,51.0,126.0,8.0,105.0,68.0,10.0,43.0,46.0,629.0
data/scans/high-qual/postgres-17.0-alpine3.20.json,postgres:17.0-alpine3.20,high-qual,ALLOW,WARN,51.0,124.0,8.0,103.0,67.0,10.0,42.0,45.0,518.0
data/scans/high-qual/mysql-9.0.json,mysql:9.0,high-qual,ALLOW,WARN,144.0,189.0,18.0,144.0,100.0,10.0,67.0,64.0,570.0
data/scans/high-qual/mysql-8.4.0.json,mysql:8.4.0,high-qual,ALLOW,WARN,144.0,205.0,21.0,156.0,111.0,10.0,73.0,68.0,661.0
data/scans/high-qual/mariadb-11.4.json,mariadb:11.4,high-qual,ALLOW,ALLOW,155.0,37.0,1.0,24.0,15.0,10.0,14.0,12.0,0.0
data/scans/high-qual/mariadb-10.11.json,mariadb:10.11,high-qual,ALLOW,ALLOW,157.0,46.0,1.0,29.0,20.0,10.0,21.0,13.0,0.0
data/scans/high-qual/cassandra-4.1.json,cassandra:4.1,high-qual,ALLOW,WARN,198.0,158.0,8.0,76.0,47.0,10.0,63.0,53.0,0.0
data/scans/high-qual/cassandra-5.0.json,cassandra:5.0,high-qual,ALLOW,WARN,230.0,146.0,7.0,72.0,43.0,10.0,58.0,45.0,0.0
data/scans/high-qual/couchdb-3.3.json,couchdb:3.3,high-qual,ALLOW,WARN,135.0,127.0,8.0,55.0,32.0,10.0,65.0,37.0,350.0
data/scans/high-qual/influxdb-2.7-alpine.json,influxdb:2.7-alpine,high-qual,ALLOW,ALLOW,312.0,67.0,4.0,44.0,26.0,10.0,24.0,17.0,76.0
data/scans/high-qual/neo4j-5.19-community.json,neo4j:5.19-community,high-qual,ALLOW,WARN,346.0,167.0,9.0,74.0,50.0,10.0,76.0,56.0,700.0
data/scans/high-qual/rabbitmq-3.13-alpine.json,rabbitmq:3.13-alpine,high-qual,ALLOW,ALLOW,31.0,23.0,1.0,19.0,5.0,9.8,13.0,11.0,133.0
data/scans/high-qual/nats-2.10-alpine.json,nats:2.10-alpine,high-qual,ALLOW,ALLOW,31.0,42.0,1.0,28.0,16.0,10.0,15.0,13.0,76.0
data/scans/high-qual/zookeeper-3.9.json,zookeeper:3.9,high-qual,ALLOW,ALLOW,205.0,23.0,0.0,10.0,5.0,7.8,18.0,8.0,0.0
data/scans/high-qual/eclipse-mosquitto-2.0.json,eclipse-mosquitto:2.0,high-qual,ALLOW,ALLOW,21.0,11.0,0.0,8.0,3.0,8.6,9.0,6.0,68.0
data/scans/high-qual/eclipse-mosquitto-2.0-openssl.json,eclipse-mosquitto:2.0-openssl,high-qual,ALLOW,ALLOW,21.0,11.0,0.0,8.0,3.0,8.6,9.0,6.0,68.0
data/scans/high-qual/prom-prometheus-v2.51.0.json,prom/prometheus:v2.51.0,high-qual,ALLOW,WARN,338.0,62.0,6.0,45.0,32.0,10.0,23.0,10.0,756.0
data/scans/high-qual/prom-prometheus-v2.52.0.json,prom/prometheus:v2.52.0,high-qual,ALLOW,WARN,344.0,59.0,6.0,42.0,28.0,10.0,22.0,10.0,706.0
data/scans/high-qual/grafana-grafana-10.4.0.json,grafana/grafana:10.4.0,high-qual,ALLOW,WARN,431.0,107.0,8.0,61.0,42.0,10.0,40.0,25.0,769.0
data/scans/high-qual/grafana-grafana-10.3.0.json,grafana/grafana:10.3.0,high-qual,ALLOW,WARN,414.0,105.0,8.0,65.0,43.0,10.0,37.0,25.0,812.0
data/scans/high-qual/grafana-loki-2.9.4.json,grafana/loki:2.9.4,high-qual,ALLOW,WARN,248.0,80.0,6.0,51.0,35.0,10.0,25.0,23.0,811.0
data/scans/high-qual/grafana-tempo-2.4.0.json,grafana/tempo:2.4.0,high-qual,ALLOW,WARN,301.0,86.0,6.0,55.0,38.0,10.0,30.0,22.0,778.0
data/scans/high-qual/elasticsearch-8.13.0.json,elasticsearch:8.13.0,high-qual,ALLOW,WARN,601.0,71.0,5.0,36.0,25.0,10.0,37.0,25.0,753.0
data/scans/high-qual/kibana-8.13.0.json,kibana:8.13.0,high-qual,ALLOW,WARN,1555.0,119.0,15.0,76.0,62.0,10.0,64.0,44.0,753.0
data/scans/high-qual/jenkins-jenkins-lts-jdk21.json,jenkins/jenkins:lts-jdk21,high-qual,ALLOW,WARN,317.0,131.0,6.0,50.0,35.0,10.0,61.0,40.0,0.0
data/scans/high-qual/jenkins-jenkins-lts-jdk17.json,jenkins/jenkins:lts-jdk17,high-qual,ALLOW,WARN,317.0,131.0,6.0,50.0,35.0,10.0,61.0,40.0,27.0
data/scans/high-qual/gitlab-gitlab-ce-16.11.1-ce.0.json,gitlab/gitlab-ce:16.11.1-ce.0,high-qual,ALLOW,WARN,3141.0,330.0,35.0,192.0,143.0,10.0,114.0,109.0,720.0
data/scans/high-qual/sonatype-nexus3-3.67.1.json,sonatype/nexus3:3.67.1,high-qual,ALLOW,BLOCK,640.0,382.0,23.0,194.0,131.0,10.0,108.0,175.0,748.0
data/scans/high-qual/sonarqube-10.5-community.json,sonarqube:10.5-community,high-qual,ALLOW,WARN,746.0,160.0,10.0,83.0,57.0,10.0,72.0,61.0,678.0
data/scans/high-qual/gitea-gitea-1.21.11.json,gitea/gitea:1.21.11,high-qual,ALLOW,WARN,340.0,127.0,14.0,77.0,58.0,10.0,65.0,40.0,728.0
data/scans/high-qual/drone-drone-2.23.0.json,drone/drone:2.23.0,high-qual,ALLOW,WARN,98.0,166.0,10.0,123.0,93.0,10.0,52.0,50.0,715.0
data/scans/high-qual/registry-2.8.3.json,registry:2.8.3,high-qual,ALLOW,WARN,19.0,50.0,3.0,37.0,22.0,10.0,10.0,10.0,424.0
data/scans/high-qual/traefik-v3.1.json,traefik:v3.1,high-qual,ALLOW,WARN,336.0,87.0,5.0,58.0,34.0,10.0,36.0,25.0,517.0
data/scans/high-qual/haproxy-3.0-alpine.json,haproxy:3.0-alpine,high-qual,ALLOW,ALLOW,25.0,9.0,0.0,7.0,2.0,7.8,8.0,5.0,24.0
data/scans/high-qual/envoyproxy-envoy-v1.29.3.json,envoyproxy/envoy:v1.29.3,high-qual,ALLOW,WARN,104.0,74.0,5.0,47.0,23.0,9.8,46.0,27.0,739.0
