scan_file,image,bucket,bucket_label,rule_label,total_dependency_count,vuln_total,critical_cve_count,high_cve_count,cvss_ge_7_count,max_cvss,unique_cwe_count,top25_cwe_count,justification,confidence
data/scans/high-qual/node-20-bookworm-slim.json,node:20-bookworm-slim,high-qual,ALLOW,WARN,293.0,59.0,3.0,25.0,21.0,10.0,36.0,15.0,"3 critical CVEs and 25 high CVEs, with max_cvss 10.0, indicate actionable risk. However, the density of Top 25 CWEs is low (15 across 293 components, ratio ~0.05), well below the systemic threshold. This suggests isolated, prioritized remediation targets rather than widespread compromise, fitting a sprint-cycle fix.",high
data/scans/high-qual/node-lts-alpine.json,node:lts-alpine,high-qual,ALLOW,WARN,182.0,8.0,1.0,6.0,6.0,9.8,6.0,4.0,"One critical CVE and six high CVEs with max_cvss 9.8 indicate actionable risk. However, across 182 components, the breadth indicators are low (6 unique CWE types, 4 Top 25 matches), and the density ratio is very low (~0.022). This suggests an isolated, urgent remediation target, not systemic compromise.",high
data/scans/high-qual/golang-1.21-alpine.json,golang:1.21-alpine,high-qual,ALLOW,WARN,55.0,51.0,3.0,42.0,21.0,10.0,19.0,14.0,"3 critical CVEs and 42 high CVEs with max_cvss 10.0 indicate significant actionable risk. However, the top25_cwe_count (14) across 55 dependencies results in a density of 0.25, below the systemic compromise threshold. This suggests concentrated, urgent remediation targets rather than broad, independent exploitable paths, fitting a WARN label.",high
data/scans/high-qual/golang-1.22-alpine.json,golang:1.22-alpine,high-qual,ALLOW,WARN,56.0,43.0,3.0,34.0,18.0,10.0,17.0,13.0,"3 critical CVEs and 34 high CVEs, with max_cvss 10.0, indicate significant actionable risk. However, the top25_cwe_count (13) divided by total_dependency_count (56) yields a density ratio of 0.23, which is below the systemic compromise threshold. This suggests concentrated risk in a subset of packages, making it an urgent but structured remediation task.",high
data/scans/high-qual/golang-1.21-bookworm.json,golang:1.21-bookworm,high-qual,ALLOW,BLOCK,245.0,3512.0,26.0,2657.0,924.0,10.0,127.0,1207.0,"26 critical CVEs and 2657 high CVEs, combined with an extremely high density of Top 25 CWEs (1207 across 245 components, a ratio of ~4.9), indicate systemic compromise. This image has multiple independent, trivially exploitable entry points spread broadly across the attack surface, requiring immediate emergency remediation.",high
data/scans/high-qual/golang-1.22-bookworm.json,golang:1.22-bookworm,high-qual,ALLOW,BLOCK,245.0,2530.0,21.0,1807.0,622.0,10.0,113.0,793.0,"21 critical CVEs and 1807 high CVEs, combined with an extremely high top25_cwe_count of 793 across 245 dependencies, result in a density ratio of over 3.2. This indicates systemic compromise with multiple independent, weaponized weaknesses per component, requiring immediate blocking.",high
data/scans/high-qual/rust-1.75-alpine.json,rust:1.75-alpine,high-qual,ALLOW,WARN,29.0,17.0,1.0,7.0,7.0,7.8,12.0,11.0,"One critical CVE and 7 high CVEs, along with 11 Top 25 CWE matches across only 29 dependencies, indicate significant actionable risk. The density ratio of 0.38 is elevated, but the single critical CVE and max_cvss of 7.8 suggest a concentrated set of issues requiring urgent remediation, not systemic compromise.",high
data/scans/high-qual/rust-1.76-alpine.json,rust:1.76-alpine,high-qual,ALLOW,WARN,29.0,17.0,1.0,7.0,7.0,7.8,12.0,11.0,"One critical CVE and 7 high CVEs are present. With 11 Top 25 CWE matches across only 29 dependencies, the density ratio is ~0.379, indicating a notable spread of actionable weaknesses. This profile represents a significant remediation task, but not systemic compromise requiring an emergency BLOCK.",high
data/scans/high-qual/rust-1.76-slim-bookworm.json,rust:1.76-slim-bookworm,high-qual,ALLOW,BLOCK,132.0,4255.0,27.0,3200.0,1086.0,10.0,106.0,1509.0,"The density ratio of top25_cwe_count (1509) to total_dependency_count (132) is 11.43, far exceeding the 1.0 threshold for systemic compromise. With 27 critical CVEs, 3200 high CVEs, and 106 unique CWE types, this image presents multiple independent, broadly exploitable entry points across its attack surface, requiring immediate emergency remediation.",high
data/scans/high-qual/ruby-3.2-alpine.json,ruby:3.2-alpine,high-qual,ALLOW,WARN,111.0,3.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious, prioritized finding. However, across 111 components, the breadth indicators are extremely low with only 2 unique CWE types and 1 Top 25 match. This indicates an isolated exploitable dependency, not a systemic compromise; remediation is urgent but not emergency-level.",high
data/scans/high-qual/ruby-3.3-alpine.json,ruby:3.3-alpine,high-qual,ALLOW,WARN,108.0,3.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious, prioritized finding. However, the breadth indicators are extremely low — only 2 unique CWE types and 1 Top 25 match across 108 components. This indicates an isolated exploitable dependency, not systemic compromise, making it an urgent but not emergency-level remediation.",high
data/scans/high-qual/php-8.2-fpm-alpine.json,php:8.2-fpm-alpine,high-qual,ALLOW,WARN,43.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious, prioritized finding. However, the breadth indicators are very low — only 2 unique CWE types and 1 Top 25 match across 43 components, resulting in a density ratio of 0.023. This indicates an isolated exploitable dependency, not a systemic compromise; remediation is urgent but not emergency-level.",high
data/scans/high-qual/php-8.3-fpm-alpine.json,php:8.3-fpm-alpine,high-qual,ALLOW,WARN,43.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious finding. However, across 43 components, the breadth indicators are very low with only 2 unique CWE types and 1 Top 25 match. This indicates an isolated, urgent remediation target rather than systemic compromise, fitting a WARN classification.",high
data/scans/high-qual/postgres-15-alpine.json,postgres:15-alpine,high-qual,ALLOW,WARN,51.0,21.0,2.0,18.0,12.0,10.0,6.0,6.0,"2 critical CVEs with max_cvss 10.0 and 18 high CVEs indicate significant actionable risk. However, across 51 components, the top25_cwe_count (6) results in a low density ratio of 0.12, and only 6 unique CWE types are present. This suggests concentrated, isolated vulnerabilities rather than systemic compromise, warranting a prioritized fix within normal cycles.",high
data/scans/high-qual/postgres-16-alpine.json,postgres:16-alpine,high-qual,ALLOW,WARN,51.0,21.0,2.0,18.0,12.0,10.0,6.0,6.0,"Two critical CVEs with max_cvss 10.0 and 18 high CVEs indicate significant actionable risk. However, the density of Top 25 CWEs is low (6 across 51 components, ratio ~0.12), suggesting concentrated vulnerabilities rather than systemic compromise. This requires urgent remediation within a normal sprint cycle, not an emergency BLOCK.",high
data/scans/high-qual/postgres-16.2-alpine3.19.json,postgres:16.2-alpine3.19,high-qual,ALLOW,WARN,48.0,26.0,2.0,16.0,15.0,9.8,19.0,19.0,"2 critical CVEs and 16 high CVEs, with max_cvss 9.8, indicate significant actionable risk. The density ratio of top25_cwe_count (19) to total_dependency_count (48) is ~0.40, suggesting risk is spread across a notable portion of components, not just isolated. This requires urgent, but scheduled, remediation within normal engineering cycles.",high
data/scans/high-qual/mysql-8.0.36.json,mysql:8.0.36,high-qual,ALLOW,BLOCK,144.0,183.0,19.0,150.0,106.0,10.0,64.0,67.0,"19 critical CVEs and 67 Top 25 CWE matches across 144 components, with a density ratio of 0.465, indicate a widespread and severe compromise. This is not an isolated issue but a pattern of multiple independent, weaponized weaknesses spread across the image, requiring immediate emergency remediation.",high
data/scans/high-qual/mysql-8.3.0.json,mysql:8.3.0,high-qual,ALLOW,BLOCK,144.0,183.0,19.0,150.0,106.0,10.0,64.0,67.0,"19 critical CVEs and 150 high CVEs, with 67 Top 25 CWE matches across 144 components, indicate systemic compromise. The density of Top 25 CWEs (0.465) is well above the WARN threshold, suggesting widespread, well-known exploitable weaknesses across the image, requiring immediate remediation.",high
data/scans/high-qual/mariadb-11.2.json,mariadb:11.2,high-qual,ALLOW,WARN,155.0,146.0,10.0,109.0,72.0,10.0,54.0,44.0,"10 critical CVEs and 109 high CVEs indicate a substantial remediation backlog. However, the top25_cwe_count (44) divided by total_dependency_count (155) yields a density of 0.28, which is below the systemic compromise threshold. This suggests concentrated risk in a subset of packages, requiring urgent but structured remediation.",high
data/scans/high-qual/mariadb-11.3.json,mariadb:11.3,high-qual,ALLOW,WARN,159.0,164.0,13.0,125.0,81.0,10.0,63.0,52.0,"13 critical CVEs and 125 high CVEs, with max_cvss 10.0, indicate a significant remediation backlog. Across 159 components, the top25_cwe_count (52) results in a density ratio of 0.327, which is elevated but below the systemic compromise threshold of 1.0. This represents an urgent, structured engineering task, not an emergency.",high
data/scans/high-qual/redis-7.2-alpine.json,redis:7.2-alpine,high-qual,ALLOW,BLOCK,23.0,83.0,6.0,74.0,50.0,10.0,23.0,23.0,"6 critical CVEs and 74 high CVEs are present in a very small image of 23 dependencies. The top25_cwe_count (23) equals the total_dependency_count (23), indicating a density ratio of 1.0. This signifies systemic compromise, with nearly every component carrying a known weaponized weakness, demanding immediate remediation.",high
data/scans/high-qual/redis-7.2.4-alpine.json,redis:7.2.4-alpine,high-qual,ALLOW,BLOCK,23.0,98.0,7.0,80.0,56.0,10.0,32.0,33.0,"7 critical CVEs and 80 high CVEs are present in a very small image of only 23 dependencies. The top25_cwe_count (33) exceeds the total_dependency_count, resulting in a density ratio of ~1.43. This indicates systemic compromise with more than one known weaponized weakness per component on average, requiring immediate emergency remediation.",high
data/scans/high-qual/mongo-6.0-jammy.json,mongo:6.0-jammy,high-qual,ALLOW,WARN,397.0,72.0,4.0,42.0,26.0,10.0,35.0,17.0,"4 critical CVEs and 42 high CVEs, with max_cvss 10.0, indicate significant actionable risk. However, across 397 dependencies, the top25_cwe_count of 17 results in a density ratio of only 0.04, well below the systemic threshold. This suggests concentrated, isolated issues requiring urgent remediation within a sprint, not an emergency BLOCK.",high
data/scans/high-qual/mongo-7.0-jammy.json,mongo:7.0-jammy,high-qual,ALLOW,WARN,397.0,51.0,1.0,23.0,17.0,10.0,26.0,11.0,"One critical CVE with max_cvss 10.0 and 23 high CVEs indicate actionable risk. However, across 397 dependencies, the top25_cwe_count (11) results in a density ratio of 0.027, far below the systemic threshold. This suggests an isolated, urgent remediation target rather than broad compromise, fitting a sprint-cycle fix.",high
data/scans/high-qual/memcached-1.6-alpine.json,memcached:1.6-alpine,high-qual,ALLOW,WARN,21.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious finding. However, across 21 components, the breadth indicators are very low (2 unique CWEs, 1 Top 25 match), indicating an isolated exploitable dependency rather than systemic compromise. This requires urgent but not emergency remediation.",high
data/scans/high-qual/rabbitmq-3.12-management-alpine.json,rabbitmq:3.12-management-alpine,high-qual,ALLOW,BLOCK,39.0,35.0,3.0,27.0,16.0,9.8,22.0,20.0,"With only 39 dependencies, the image presents 3 critical CVEs and 27 high CVEs. The density of Top 25 CWEs is 20 across 39 components (ratio ~0.51), indicating that over half of the dependencies contain known weaponized weaknesses. This pattern suggests multiple independent, exploitable entry points spread across a significant portion of the image, requiring immediate remediation.",high
data/scans/high-qual/rabbitmq-3.13-management-alpine.json,rabbitmq:3.13-management-alpine,high-qual,ALLOW,WARN,43.0,16.0,1.0,13.0,4.0,9.8,9.0,7.0,"One critical CVE with max_cvss 9.8 and 13 high CVEs indicate significant actionable risk. However, across 43 components, the top25_cwe_count (7) results in a density ratio of ~0.16, and unique_cwe_count is 9. This suggests concentrated risk in a few packages rather than systemic compromise, making it an urgent but manageable remediation task.",high
data/scans/high-qual/traefik-v2.10.json,traefik:v2.10,high-qual,ALLOW,WARN,309.0,83.0,6.0,56.0,38.0,10.0,38.0,22.0,"6 critical CVEs and 56 high CVEs, with max_cvss 10.0, indicate significant actionable risk. However, across 309 components, the top25_cwe_count (22) results in a density ratio of ~0.07, well below the systemic threshold. This suggests concentrated vulnerabilities requiring urgent remediation, not broad, systemic compromise.",high
data/scans/high-qual/traefik-v3.0.json,traefik:v3.0,high-qual,ALLOW,WARN,317.0,75.0,6.0,54.0,31.0,10.0,34.0,21.0,"6 critical CVEs and 54 high CVEs, with max_cvss 10.0, indicate significant risk. However, across 317 components, the top25_cwe_count (21) results in a density of only 0.066, well below the systemic compromise threshold. This suggests isolated, urgent remediation targets rather than widespread, immediately exploitable weaknesses.",high
data/scans/high-qual/haproxy-2.8-alpine.json,haproxy:2.8-alpine,high-qual,ALLOW,ALLOW,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No vulnerabilities of any severity (critical, high, or otherwise) were detected across all 25 components. All vulnerability counts, CVSS scores, and CWE indicators are zero, indicating a pristine security profile.",high
data/scans/high-qual/haproxy-2.9-alpine.json,haproxy:2.9-alpine,high-qual,ALLOW,WARN,20.0,15.0,1.0,11.0,3.0,9.8,9.0,7.0,"One critical CVE (max_cvss 9.8) and 11 high CVEs indicate significant actionable risk. Across 20 dependencies, 7 Top 25 CWE matches result in a density ratio of 0.35, suggesting weaknesses are present in a notable portion of components. This requires urgent remediation but does not represent systemic compromise warranting a BLOCK.",high
data/scans/high-qual/caddy-2.7-alpine.json,caddy:2.7-alpine,high-qual,ALLOW,WARN,149.0,81.0,11.0,57.0,40.0,10.0,34.0,26.0,"11 critical CVEs and 57 high CVEs, with max_cvss 10.0, indicate a significant remediation backlog. However, the density ratio of top25_cwe_count (26) to total_dependency_count (149) is 0.174, well below the systemic threshold. This suggests concentrated risk in specific packages, making it an urgent but structured engineering task, not an emergency.",high
data/scans/high-qual/caddy-2.7.6-alpine.json,caddy:2.7.6-alpine,high-qual,ALLOW,WARN,149.0,81.0,11.0,57.0,40.0,10.0,34.0,26.0,"11 critical CVEs and 57 high CVEs with max_cvss 10.0 indicate significant actionable risk. However, the top25_cwe_count (26) across 149 components results in a density ratio of 0.17, well below the systemic threshold of 0.3. This suggests concentrated vulnerabilities requiring urgent, but not emergency, remediation.",high
data/scans/high-qual/busybox-1.36.json,busybox:1.36,high-qual,ALLOW,ALLOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No vulnerabilities of any severity (critical, high, or otherwise) were detected, and no dependencies were reported. The image presents zero security risk.",high
data/scans/high-qual/busybox-1.36-musl.json,busybox:1.36-musl,high-qual,ALLOW,ALLOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"All vulnerability counts (critical, high, total) are zero, and no CWEs or CVSS scores were found. The image reports zero dependencies, indicating a completely clean or extremely minimal profile with no detected security concerns.",high
data/scans/high-qual/tomcat-10.1-jdk17-temurin-jammy.json,tomcat:10.1-jdk17-temurin-jammy,high-qual,ALLOW,WARN,190.0,38.0,0.0,7.0,7.0,8.6,25.0,9.0,"No critical CVEs, but 7 high-severity CVEs with max_cvss 8.6 indicate actionable risk. Across 190 components, the top25_cwe_count of 9 results in a density ratio of 0.047, well below the systemic threshold. This suggests isolated remediation targets, fitting a sprint-cycle fix rather than an emergency.",high
data/scans/high-qual/eclipse-temurin-21-jre-alpine.json,eclipse-temurin:21-jre-alpine,high-qual,ALLOW,WARN,74.0,5.0,1.0,3.0,3.0,9.8,5.0,2.0,"One critical CVE with max_cvss 9.8 is a serious, prioritized finding. However, the breadth indicators are low — only 5 unique CWE types and 2 Top 25 matches across 74 components. This indicates an isolated exploitable dependency, not a systemic compromise; remediation is urgent but not emergency-level.",high
data/scans/high-qual/amazoncorretto-21-alpine.json,amazoncorretto:21-alpine,high-qual,ALLOW,WARN,30.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious, prioritized finding. However, the breadth indicators are very low — only 2 unique CWE types and 1 Top 25 match across 30 components. This indicates an isolated exploitable dependency, not a systemic compromise; remediation is urgent but not emergency-level.",high
data/scans/high-qual/python-3.13-slim.json,python:3.13-slim,high-qual,ALLOW,WARN,89.0,42.0,3.0,10.0,7.0,10.0,29.0,10.0,"3 critical CVEs and 10 high CVEs, with max_cvss 10.0, indicate significant actionable risk. However, the top25_cwe_count (10) across 89 dependencies results in a density ratio of 0.11, well below the systemic threshold. This suggests concentrated, not widespread, compromise, making it an urgent but manageable remediation task.",high
data/scans/high-qual/python-3.13-alpine.json,python:3.13-alpine,high-qual,ALLOW,WARN,31.0,10.0,0.0,7.0,2.0,7.8,11.0,5.0,"No critical CVEs, but 7 HIGH CVEs and max_cvss 7.8 indicate actionable risk. Across 31 components, 5 Top 25 CWE matches and 11 unique weakness types suggest isolated remediation targets rather than systemic compromise; a sprint-cycle fix, not an emergency.",high
data/scans/high-qual/python-3.10-slim.json,python:3.10-slim,high-qual,ALLOW,WARN,107.0,54.0,3.0,18.0,10.0,10.0,37.0,19.0,"3 critical CVEs and 18 high CVEs, with max_cvss 10.0, indicate significant risk. However, the top25_cwe_count of 19 across 107 dependencies results in a density ratio of 0.177, well below the systemic compromise threshold. This suggests concentrated, actionable vulnerabilities rather than broad, pervasive compromise, making it a priority for scheduled remediation.",high
data/scans/high-qual/python-3.10-alpine.json,python:3.10-alpine,high-qual,ALLOW,WARN,58.0,17.0,0.0,10.0,5.0,8.6,15.0,10.0,"No critical CVEs, but 10 high-severity CVEs and 10 Top 25 CWE matches across 58 components indicate actionable risk. The max_cvss of 8.6 and a density ratio of 0.17 (10/58) suggest concentrated issues requiring scheduled remediation, not systemic compromise or an emergency.",high
data/scans/high-qual/python-3.13.0-slim-bookworm.json,python:3.13.0-slim-bookworm,high-qual,ALLOW,BLOCK,99.0,107.0,8.0,48.0,26.0,10.0,60.0,34.0,"8 critical CVEs and 48 high CVEs, with max_cvss 10.0, indicate severe risk. The top25_cwe_count of 34 across 99 dependencies results in a density ratio of 0.34, exceeding the 0.3 threshold for concentrated risk. This, combined with 60 unique CWEs, suggests a broad and systemic compromise requiring emergency remediation.",high
data/scans/high-qual/python-3.12-bookworm.json,python:3.12-bookworm,high-qual,ALLOW,BLOCK,431.0,1236.0,16.0,584.0,260.0,10.0,106.0,406.0,"The density ratio of top25_cwe_count (406) to total_dependency_count (431) is approximately 0.94, indicating nearly every component carries a known weaponized weakness. With 16 critical CVEs, 584 high CVEs, and 106 unique CWE types, this image exhibits systemic compromise with multiple independent, exploitable entry points.",high
data/scans/high-qual/python-3.11-bookworm.json,python:3.11-bookworm,high-qual,ALLOW,BLOCK,449.0,1238.0,16.0,586.0,262.0,10.0,106.0,408.0,"16 critical CVEs and 586 high CVEs are present. The density of Top 25 CWE matches (408 across 449 dependencies) is approximately 0.91, indicating nearly every component carries a known weaponized weakness. This, combined with 106 unique CWE types, points to systemic, broad compromise with multiple independent exploitable entry points.",high
data/scans/high-qual/python-3.13-bookworm.json,python:3.13-bookworm,high-qual,ALLOW,BLOCK,431.0,1234.0,16.0,584.0,260.0,10.0,106.0,405.0,"16 critical CVEs and 584 high CVEs are present. The top25_cwe_count (405) is nearly equal to the total_dependency_count (431), resulting in a density ratio of ~0.94. This indicates nearly every component carries a known weaponized weakness, signifying systemic compromise with multiple independent, exploitable entry points.",high
data/scans/high-qual/node-22-alpine.json,node:22-alpine,high-qual,ALLOW,WARN,217.0,14.0,0.0,9.0,4.0,8.6,12.0,6.0,"No critical CVEs, but 9 HIGH CVEs and max_cvss 8.6 indicate actionable risk. Across 217 components, only 6 Top 25 CWE matches (density ~0.027) and 12 unique weakness types suggest isolated remediation targets rather than systemic compromise; this is a sprint-cycle fix, not an emergency.",high
data/scans/high-qual/node-23-alpine.json,node:23-alpine,high-qual,ALLOW,WARN,239.0,40.0,1.0,31.0,15.0,9.8,24.0,20.0,"One critical CVE with max_cvss 9.8 and 31 high CVEs indicate actionable risk. However, across 239 components, the top25_cwe_count (20) results in a density ratio of 0.08, well below the systemic threshold. This suggests concentrated, urgent remediation targets rather than broad compromise.",high
data/scans/high-qual/node-22-bookworm-slim.json,node:22-bookworm-slim,high-qual,ALLOW,WARN,287.0,61.0,5.0,19.0,13.0,10.0,41.0,13.0,"5 critical CVEs and 19 high CVEs, with max_cvss 10.0, indicate actionable risk. However, across 287 components, the top25_cwe_count (13) results in a density ratio of only 0.045, well below the systemic threshold. This suggests isolated, urgent remediation targets rather than broad, systemic compromise.",high
data/scans/high-qual/node-23-bookworm-slim.json,node:23-bookworm-slim,high-qual,ALLOW,WARN,309.0,85.0,5.0,36.0,28.0,10.0,52.0,25.0,"5 critical CVEs and 36 high CVEs, with max_cvss 10.0, indicate significant actionable risk. However, the top25_cwe_count (25) across 309 dependencies results in a low density ratio (~0.08), suggesting issues are concentrated rather than systemic. This is an urgent but manageable remediation task within normal engineering cycles, not an emergency.",high
