scan_file,image,bucket,bucket_label,rule_label,total_dependency_count,vuln_total,critical_cve_count,high_cve_count,cvss_ge_7_count,max_cvss,unique_cwe_count,top25_cwe_count,justification,confidence
data/scans/high-qual/python-3.11-slim.json,python:3.11-slim,high-qual,ALLOW,WARN,107.0,40.0,1.0,11.0,8.0,10.0,24.0,8.0,"One critical CVE with max_cvss 10.0 and 11 high CVEs indicate significant risk. However, with 8 Top 25 CWE matches across 107 dependencies, the breadth indicators suggest these are actionable, isolated remediation targets rather than a systemic compromise, fitting a sprint-cycle fix.",high
data/scans/high-qual/python-3.12-slim.json,python:3.12-slim,high-qual,ALLOW,WARN,89.0,38.0,1.0,9.0,6.0,10.0,23.0,6.0,"One critical CVE with max_cvss 10.0 and 9 high CVEs indicate significant risk. However, with only 6 Top 25 CWE matches across 89 dependencies, the risk appears contained rather than systemic, warranting urgent remediation within a normal sprint cycle.",high
data/scans/high-qual/python-3.11-alpine.json,python:3.11-alpine,high-qual,ALLOW,WARN,58.0,6.0,1.0,3.0,3.0,9.8,4.0,4.0,"One critical CVE with max_cvss 9.8 and 3 high CVEs indicate actionable risk. However, with only 4 unique CWEs and 4 Top 25 CWEs across 58 components, the risk appears isolated, requiring urgent but not emergency remediation.",high
data/scans/high-qual/python-3.12-alpine.json,python:3.12-alpine,high-qual,ALLOW,WARN,40.0,4.0,1.0,1.0,1.0,9.8,3.0,2.0,"One critical CVE with max_cvss 9.8 is a serious, prioritized finding, but the breadth indicators are low — only 3 unique CWE types and 2 Top 25 matches across 40 components. This is an isolated exploitable dependency, not a systemic compromise; remediation is urgent but not emergency-level.",high
data/scans/high-qual/python-3.12.2-slim-bookworm.json,python:3.12.2-slim-bookworm,high-qual,ALLOW,BLOCK,110.0,133.0,10.0,66.0,43.0,10.0,66.0,41.0,"10 critical CVEs with max_cvss 10.0, alongside 66 high CVEs, indicate severe and immediate risk. The presence of 41 Top 25 CWE matches and 66 unique CWEs across 110 components suggests multiple independent, exploitable entry points, not isolated issues.",high
data/scans/high-qual/node-18-alpine.json,node:18-alpine,high-qual,ALLOW,WARN,222.0,28.0,1.0,22.0,14.0,9.8,18.0,14.0,"One critical CVE with max_cvss 9.8 and 22 high CVEs indicate significant risk requiring prioritized attention. However, across 222 dependencies, 18 unique CWEs and 14 Top 25 CWEs suggest these are isolated, urgent remediation targets rather than a systemic compromise, fitting a sprint-level fix.",high
data/scans/high-qual/node-20-alpine.json,node:20-alpine,high-qual,ALLOW,WARN,223.0,15.0,1.0,12.0,12.0,9.8,11.0,8.0,"One critical CVE (max_cvss 9.8) and 12 high CVEs indicate significant risk requiring remediation. However, with 11 unique CWEs and 8 Top 25 CWEs across 223 dependencies, the risk appears contained rather than systemic, fitting a prioritized sprint-cycle fix.",high
data/scans/high-qual/node-21-alpine.json,node:21-alpine,high-qual,ALLOW,WARN,239.0,38.0,2.0,28.0,19.0,9.8,22.0,21.0,"Two critical CVEs and 28 high-severity findings, with a max_cvss of 9.8, indicate significant risk. However, across 239 dependencies, 21 Top 25 CWE matches and 22 unique weakness types suggest multiple actionable issues rather than a systemic compromise, fitting a scheduled remediation.",high
data/scans/high-qual/node-18-bookworm-slim.json,node:18-bookworm-slim,high-qual,ALLOW,WARN,293.0,73.0,3.0,32.0,27.0,10.0,44.0,20.0,"Three critical CVEs with max_cvss 10.0 and 32 high CVEs indicate significant, prioritized risk. While 20 Top 25 CWE matches and 44 unique CWE types suggest multiple exploitable paths, for an image with 293 dependencies, this points to actionable remediation targets rather than a systemic, unrecoverable compromise.",high
data/scans/high-qual/node-20-bookworm-slim.json,node:20-bookworm-slim,high-qual,ALLOW,WARN,293.0,59.0,3.0,25.0,21.0,10.0,36.0,15.0,"Three critical CVEs and a max_cvss of 10.0 indicate serious, prioritized risk. However, with 15 Top 25 CWE matches across 293 dependencies, the breadth indicators suggest isolated, urgent remediation targets rather than a systemic compromise requiring an immediate block.",high
data/scans/high-qual/node-lts-alpine.json,node:lts-alpine,high-qual,ALLOW,WARN,182.0,8.0,1.0,6.0,6.0,9.8,6.0,4.0,"One critical CVE (max_cvss 9.8) and 6 high CVEs indicate actionable risk. However, with only 6 unique CWEs and 4 Top 25 CWEs across 182 dependencies, the risk appears isolated rather than systemic, warranting urgent remediation within a sprint cycle.",high
data/scans/high-qual/golang-1.21-alpine.json,golang:1.21-alpine,high-qual,ALLOW,BLOCK,55.0,51.0,3.0,42.0,21.0,10.0,19.0,14.0,"Three critical CVEs with max_cvss 10.0, combined with 42 high CVEs and 14 Top 25 CWE matches across only 55 dependencies, indicate multiple independent and immediately exploitable entry points. This is a systemic compromise requiring emergency remediation.",high
data/scans/high-qual/golang-1.22-alpine.json,golang:1.22-alpine,high-qual,ALLOW,BLOCK,56.0,43.0,3.0,34.0,18.0,10.0,17.0,13.0,"3 critical CVEs and max_cvss 10.0, combined with 34 high CVEs, indicate severe risk. The 13 Top 25 CWE matches and 17 unique CWE types across 56 components suggest multiple independent, well-known exploitable entry points, warranting immediate blocking.",high
data/scans/high-qual/golang-1.21-bookworm.json,golang:1.21-bookworm,high-qual,ALLOW,BLOCK,245.0,3512.0,26.0,2657.0,924.0,10.0,127.0,1207.0,"26 critical CVEs with max_cvss 10.0 and an alarming 1207 Top 25 CWE matches across 245 components indicate a systemic compromise. This density of well-known exploitable weaknesses, combined with 127 unique CWE types, signifies multiple independent attack paths across the image.",high
data/scans/high-qual/golang-1.22-bookworm.json,golang:1.22-bookworm,high-qual,ALLOW,BLOCK,245.0,2530.0,21.0,1807.0,622.0,10.0,113.0,793.0,"21 critical CVEs and max_cvss 10.0, combined with 793 Top 25 CWE matches across 245 components, indicate multiple independent, trivially exploitable entry points. This high density of well-known weaknesses suggests systemic compromise, requiring immediate blocking.",high
data/scans/high-qual/rust-1.75-alpine.json,rust:1.75-alpine,high-qual,ALLOW,WARN,29.0,17.0,1.0,7.0,7.0,7.8,12.0,11.0,"One critical CVE and 7 high CVEs, with a max_cvss of 7.8, indicate elevated risk. The 11 Top 25 CWE matches across 29 dependencies suggest multiple actionable vulnerabilities, warranting scheduled remediation within a sprint cycle rather than an immediate block.",high
data/scans/high-qual/rust-1.76-alpine.json,rust:1.76-alpine,high-qual,ALLOW,WARN,29.0,17.0,1.0,7.0,7.0,7.8,12.0,11.0,"One critical CVE and 7 high CVEs with max_cvss 7.8 indicate significant risk. While not extreme, 11 Top 25 CWE matches across only 29 dependencies suggest multiple exploitable weakness types. This requires urgent, prioritized remediation within a normal engineering cycle, not an emergency BLOCK.",high
data/scans/high-qual/rust-1.76-slim-bookworm.json,rust:1.76-slim-bookworm,high-qual,ALLOW,BLOCK,132.0,4255.0,27.0,3200.0,1086.0,10.0,106.0,1509.0,"With 27 critical CVEs and max_cvss 10.0, this image presents severe, immediately exploitable risk. The 1509 Top 25 CWE matches across only 132 components, alongside 106 unique CWE types, indicate a systemic compromise with multiple independent, well-known exploitable entry points, not isolated findings.",high
data/scans/high-qual/ruby-3.2-alpine.json,ruby:3.2-alpine,high-qual,ALLOW,WARN,111.0,3.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious finding, but with only 2 unique CWEs and 1 Top 25 match across 111 dependencies, the risk is isolated. This indicates an urgent but contained remediation task, not a systemic compromise.",high
data/scans/high-qual/ruby-3.3-alpine.json,ruby:3.3-alpine,high-qual,ALLOW,WARN,108.0,3.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious finding, but the breadth indicators are very low (2 unique CWEs, 1 Top 25 match) across 108 components. This suggests an isolated, urgent remediation target rather than a systemic compromise, fitting a sprint-cycle fix.",high
data/scans/high-qual/php-8.2-fpm-alpine.json,php:8.2-fpm-alpine,high-qual,ALLOW,WARN,43.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious finding, but the overall vulnerability count is very low (2 total) and breadth indicators are minimal (2 unique CWEs, 1 Top 25 CWE) across 43 components. This suggests an isolated, urgent remediation target rather than a systemic compromise.",high
data/scans/high-qual/php-8.3-fpm-alpine.json,php:8.3-fpm-alpine,high-qual,ALLOW,WARN,43.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious finding. However, with only 2 unique CWE types and 1 Top 25 CWE match across 43 components, the risk is isolated, indicating an urgent but contained remediation target rather than a systemic compromise.",high
data/scans/high-qual/postgres-15-alpine.json,postgres:15-alpine,high-qual,ALLOW,WARN,51.0,21.0,2.0,18.0,12.0,10.0,6.0,6.0,"Two critical CVEs and 18 high CVEs, with a max_cvss of 10.0, indicate significant and urgent risk. However, the relatively low unique_cwe_count (6) and top25_cwe_count (6) across 51 dependencies suggest these are concentrated, high-priority remediation targets rather than a systemic, broadly compromised attack surface.",high
data/scans/high-qual/postgres-16-alpine.json,postgres:16-alpine,high-qual,ALLOW,WARN,51.0,21.0,2.0,18.0,12.0,10.0,6.0,6.0,"Two critical CVEs with max_cvss 10.0 and 18 high CVEs indicate significant, actionable risk. However, the low unique_cwe_count (6) and top25_cwe_count (6) relative to 51 dependencies suggest the risk is contained to specific issues, requiring urgent but not emergency-level remediation.",high
data/scans/high-qual/postgres-16.2-alpine3.19.json,postgres:16.2-alpine3.19,high-qual,ALLOW,BLOCK,48.0,26.0,2.0,16.0,15.0,9.8,19.0,19.0,"Two critical CVEs with max_cvss 9.8, combined with 16 high-severity findings and 19 distinct Top 25 CWEs across only 48 dependencies, indicate multiple independent and well-known exploitable entry points, making this a systemic compromise.",high
data/scans/high-qual/mysql-8.0.36.json,mysql:8.0.36,high-qual,ALLOW,BLOCK,144.0,183.0,19.0,150.0,106.0,10.0,64.0,67.0,"19 critical CVEs with max_cvss 10.0, alongside 67 Top 25 CWE matches across 144 components, indicate a systemic compromise. This profile suggests multiple independent, trivially exploitable entry points, requiring immediate emergency remediation.",high
data/scans/high-qual/mysql-8.3.0.json,mysql:8.3.0,high-qual,ALLOW,BLOCK,144.0,183.0,19.0,150.0,106.0,10.0,64.0,67.0,"19 critical CVEs with max_cvss 10.0, alongside 67 Top 25 CWE matches and 64 unique CWE types across 144 components, indicates multiple independent, highly exploitable entry points. This represents a systemic compromise requiring immediate remediation.",high
data/scans/high-qual/mariadb-11.2.json,mariadb:11.2,high-qual,ALLOW,BLOCK,155.0,146.0,10.0,109.0,72.0,10.0,54.0,44.0,"10 critical CVEs with max_cvss 10.0, alongside 44 Top 25 CWE matches and 54 unique CWE types across 155 components, indicates multiple independent, highly exploitable entry points. This represents a systemic compromise requiring immediate remediation.",high
data/scans/high-qual/mariadb-11.3.json,mariadb:11.3,high-qual,ALLOW,BLOCK,159.0,164.0,13.0,125.0,81.0,10.0,63.0,52.0,"13 critical CVEs with max_cvss 10.0, combined with 52 Top 25 CWE matches and 63 unique CWE types across 159 components, indicates multiple independent, highly exploitable weaknesses spread broadly across the image, requiring immediate intervention.",high
data/scans/high-qual/redis-7.2-alpine.json,redis:7.2-alpine,high-qual,ALLOW,BLOCK,23.0,83.0,6.0,74.0,50.0,10.0,23.0,23.0,"6 critical and 74 high CVEs, with max_cvss 10.0, indicate severe risk. For an image with only 23 dependencies, having 23 unique CWEs and 23 Top 25 CWE matches signifies systemic compromise with multiple independent, well-known exploitable entry points across the attack surface.",high
data/scans/high-qual/redis-7.2.4-alpine.json,redis:7.2.4-alpine,high-qual,ALLOW,BLOCK,23.0,98.0,7.0,80.0,56.0,10.0,32.0,33.0,"7 critical CVEs with max_cvss 10.0 and 80 high CVEs in a small image (23 dependencies) indicate severe risk. The 33 Top 25 CWE matches, exceeding the total dependency count, confirm multiple independent, well-known exploitable entry points across the attack surface, requiring immediate remediation.",high
data/scans/high-qual/mongo-6.0-jammy.json,mongo:6.0-jammy,high-qual,ALLOW,WARN,397.0,72.0,4.0,42.0,26.0,10.0,35.0,17.0,"4 critical CVEs and max_cvss 10.0 indicate serious risk. However, for an image with 397 dependencies, 17 Top 25 CWE matches and 35 unique weakness types suggest prioritized, isolated remediation targets rather than systemic compromise, fitting a scheduled fix.",high
data/scans/high-qual/mongo-7.0-jammy.json,mongo:7.0-jammy,high-qual,ALLOW,WARN,397.0,51.0,1.0,23.0,17.0,10.0,26.0,11.0,"A single critical CVE with max_cvss 10.0 and 23 high CVEs indicate significant risk. However, for an image with 397 dependencies, the 11 Top 25 CWE matches and 26 unique CWE types suggest these are isolated, actionable findings rather than a systemic compromise, warranting urgent but not emergency-level remediation.",high
data/scans/high-qual/memcached-1.6-alpine.json,memcached:1.6-alpine,high-qual,ALLOW,WARN,21.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious finding. However, with only 1 Top 25 CWE match and 2 unique CWE types across 21 components, the risk appears isolated, requiring urgent remediation within a normal sprint cycle rather than an emergency block.",high
data/scans/high-qual/rabbitmq-3.12-management-alpine.json,rabbitmq:3.12-management-alpine,high-qual,ALLOW,BLOCK,39.0,35.0,3.0,27.0,16.0,9.8,22.0,20.0,"3 critical and 27 high CVEs, with max_cvss 9.8, indicate severe risk. The 20 Top 25 CWE matches and 22 unique CWEs across only 39 dependencies suggest multiple independent, well-known exploitable entry points spread across the image, requiring immediate intervention.",high
data/scans/high-qual/rabbitmq-3.13-management-alpine.json,rabbitmq:3.13-management-alpine,high-qual,ALLOW,WARN,43.0,16.0,1.0,13.0,4.0,9.8,9.0,7.0,"One critical CVE with max_cvss 9.8 and 13 high CVEs indicate significant actionable risk. However, 7 Top 25 CWE matches across 43 components suggest a cluster of issues rather than systemic compromise, warranting prioritized remediation within a sprint.",high
data/scans/high-qual/traefik-v2.10.json,traefik:v2.10,high-qual,ALLOW,WARN,309.0,83.0,6.0,56.0,38.0,10.0,38.0,22.0,"6 critical CVEs and a max_cvss of 10.0, alongside 56 high-severity findings, indicate significant risk. However, across 309 dependencies, the 22 Top 25 CWE matches and 38 unique CWE types suggest multiple serious but contained issues, requiring urgent remediation within a sprint rather than an immediate block.",high
data/scans/high-qual/traefik-v3.0.json,traefik:v3.0,high-qual,ALLOW,WARN,317.0,75.0,6.0,54.0,31.0,10.0,34.0,21.0,"Six critical CVEs with max_cvss 10.0 and 54 high CVEs indicate significant risk. However, across 317 dependencies, 21 Top 25 CWE matches and 34 unique weakness types suggest multiple, but not systemic, exploitable paths. This warrants urgent remediation within a sprint, not an emergency block.",high
data/scans/high-qual/haproxy-2.8-alpine.json,haproxy:2.8-alpine,high-qual,ALLOW,ALLOW,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No vulnerabilities of any severity (vuln_total: 0, critical_cve_count: 0, high_cve_count: 0) were detected across the 25 dependencies, and max_cvss is 0.0. The image meets acceptable security standards.",high
data/scans/high-qual/haproxy-2.9-alpine.json,haproxy:2.9-alpine,high-qual,ALLOW,BLOCK,20.0,15.0,1.0,11.0,3.0,9.8,9.0,7.0,"The image contains 1 critical CVE (max_cvss 9.8) and 11 high CVEs, with 7 Top 25 CWE matches across only 20 dependencies. This high density of severe vulnerabilities and well-known weakness classes indicates multiple independent exploitable entry points, suggesting a compromised core runtime.",high
data/scans/high-qual/caddy-2.7-alpine.json,caddy:2.7-alpine,high-qual,ALLOW,BLOCK,149.0,81.0,11.0,57.0,40.0,10.0,34.0,26.0,"11 critical CVEs with max_cvss 10.0 and 26 Top 25 CWE matches across 149 components indicate multiple independent, highly exploitable entry points. This profile suggests systemic compromise rather than isolated issues, requiring immediate emergency remediation.",high
data/scans/high-qual/caddy-2.7.6-alpine.json,caddy:2.7.6-alpine,high-qual,ALLOW,BLOCK,149.0,81.0,11.0,57.0,40.0,10.0,34.0,26.0,"11 critical CVEs and 57 high CVEs, with max_cvss 10.0, indicate multiple severe exploitable paths. The 26 Top 25 CWE matches and 34 unique CWE types across 149 components suggest a broad, systemic compromise, requiring immediate emergency remediation.",high
data/scans/high-qual/busybox-1.36.json,busybox:1.36,high-qual,ALLOW,ALLOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No vulnerabilities of any severity were detected (vuln_total 0, critical_cve_count 0, high_cve_count 0, max_cvss 0.0). The image is completely clean and meets all security standards.",high
data/scans/high-qual/busybox-1.36-musl.json,busybox:1.36-musl,high-qual,ALLOW,ALLOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No vulnerabilities of any severity were detected (vuln_total: 0, critical_cve_count: 0, high_cve_count: 0, max_cvss: 0.0). The image presents no security risk.",high
data/scans/high-qual/tomcat-10.1-jdk17-temurin-jammy.json,tomcat:10.1-jdk17-temurin-jammy,high-qual,ALLOW,WARN,190.0,38.0,0.0,7.0,7.0,8.6,25.0,9.0,"No critical CVEs, but 7 HIGH CVEs with max_cvss 8.6 and 9 Top 25 CWE matches indicate actionable risk. Across 190 components, these findings suggest prioritized remediation targets rather than systemic compromise, fitting a sprint-cycle fix.",high
data/scans/high-qual/eclipse-temurin-21-jre-alpine.json,eclipse-temurin:21-jre-alpine,high-qual,ALLOW,WARN,74.0,5.0,1.0,3.0,3.0,9.8,5.0,2.0,"One critical CVE with max_cvss 9.8 and 3 high CVEs indicate actionable risk. However, with only 5 unique CWEs and 2 Top 25 CWE matches across 74 components, the risk appears isolated rather than systemic, warranting urgent but not emergency remediation.",high
data/scans/high-qual/amazoncorretto-21-alpine.json,amazoncorretto:21-alpine,high-qual,ALLOW,WARN,30.0,2.0,1.0,1.0,1.0,9.8,2.0,1.0,"One critical CVE with max_cvss 9.8 is a serious finding. However, with only 2 total vulnerabilities, 2 unique CWEs, and 1 Top 25 CWE across 30 components, this indicates an isolated exploitable dependency rather than a systemic compromise, warranting urgent but not emergency remediation.",high
data/scans/high-qual/python-3.13-slim.json,python:3.13-slim,high-qual,ALLOW,BLOCK,89.0,42.0,3.0,10.0,7.0,10.0,29.0,10.0,"Three critical CVEs with max_cvss 10.0, combined with 10 Top 25 CWE matches across 89 dependencies, indicate multiple independent and highly exploitable entry points. This represents a systemic compromise requiring immediate intervention.",high
data/scans/high-qual/python-3.13-alpine.json,python:3.13-alpine,high-qual,ALLOW,WARN,31.0,10.0,0.0,7.0,2.0,7.8,11.0,5.0,"No critical CVEs, but 7 HIGH CVEs and a max_cvss of 7.8 indicate elevated risk. With 5 Top 25 CWE matches across 31 dependencies, this image requires scheduled remediation within a normal engineering cycle, not an emergency response.",high
data/scans/high-qual/python-3.10-slim.json,python:3.10-slim,high-qual,ALLOW,WARN,107.0,54.0,3.0,18.0,10.0,10.0,37.0,19.0,LLM response could not be parsed as JSON: Unterminated string starting at: line 1 column 54 (char 53),low
data/scans/high-qual/python-3.10-alpine.json,python:3.10-alpine,high-qual,ALLOW,WARN,58.0,17.0,0.0,10.0,5.0,8.6,15.0,10.0,"No critical CVEs, but 10 high CVEs and a max_cvss of 8.6 indicate actionable risk. The 10 Top 25 CWE matches across 58 components suggest multiple prioritized remediation targets, fitting a scheduled fix rather than an emergency.",high
data/scans/high-qual/python-3.13.0-slim-bookworm.json,python:3.13.0-slim-bookworm,high-qual,ALLOW,BLOCK,99.0,107.0,8.0,48.0,26.0,10.0,60.0,34.0,"8 critical CVEs with max_cvss 10.0, combined with 34 Top 25 CWE matches and 60 unique CWE types across 99 dependencies, indicate multiple independent and broadly distributed exploitable entry points. This represents a systemic compromise requiring immediate intervention.",high
data/scans/high-qual/python-3.12-bookworm.json,python:3.12-bookworm,high-qual,ALLOW,BLOCK,431.0,1236.0,16.0,584.0,260.0,10.0,106.0,406.0,"16 critical CVEs with max_cvss 10.0 and 406 Top 25 CWE matches across 431 components indicate widespread, well-known exploitable weaknesses. This suggests multiple independent entry points and systemic compromise, requiring immediate emergency remediation.",high
data/scans/high-qual/python-3.11-bookworm.json,python:3.11-bookworm,high-qual,ALLOW,BLOCK,449.0,1238.0,16.0,586.0,262.0,10.0,106.0,408.0,"16 critical CVEs with max_cvss 10.0 and 408 Top 25 CWE matches across 449 components indicate systemic compromise. This density of high-severity, well-known exploitable weaknesses suggests multiple independent attack paths, requiring immediate remediation.",high
data/scans/high-qual/python-3.13-bookworm.json,python:3.13-bookworm,high-qual,ALLOW,BLOCK,431.0,1234.0,16.0,584.0,260.0,10.0,106.0,405.0,"16 critical CVEs with max_cvss 10.0 and 405 Top 25 CWE matches across 431 components indicate a systemic compromise. This suggests multiple independent, trivially exploitable entry points spread broadly across the image's attack surface, requiring immediate intervention.",high
data/scans/high-qual/node-22-alpine.json,node:22-alpine,high-qual,ALLOW,WARN,217.0,14.0,0.0,9.0,4.0,8.6,12.0,6.0,"No critical CVEs, but 9 high-severity CVEs and a max_cvss of 8.6 indicate actionable risk. With 6 Top 25 CWE matches across 217 components, the risk is elevated but appears contained, suitable for scheduled remediation within a sprint.",high
data/scans/high-qual/node-23-alpine.json,node:23-alpine,high-qual,ALLOW,WARN,239.0,40.0,1.0,31.0,15.0,9.8,24.0,20.0,"One critical CVE with max_cvss 9.8 and 31 high-severity CVEs indicate significant actionable risk. However, with 24 unique CWEs and 20 Top 25 CWE matches across 239 dependencies, the risk appears contained to specific components, warranting urgent remediation within a sprint cycle rather than an emergency BLOCK.",high
data/scans/high-qual/node-22-bookworm-slim.json,node:22-bookworm-slim,high-qual,ALLOW,WARN,287.0,61.0,5.0,19.0,13.0,10.0,41.0,13.0,"5 critical CVEs and max_cvss 10.0 indicate significant risk, further elevated by 19 high CVEs. However, across 287 dependencies, 13 Top 25 CWE matches and 41 unique CWEs suggest these are serious but contained issues, requiring urgent remediation within a sprint cycle rather than an emergency BLOCK.",high
data/scans/high-qual/node-23-bookworm-slim.json,node:23-bookworm-slim,high-qual,ALLOW,WARN,309.0,85.0,5.0,36.0,28.0,10.0,52.0,25.0,"Five critical CVEs with a max_cvss of 10.0 indicate serious, prioritized risk. However, across 309 dependencies, 25 Top 25 CWE matches and 52 unique weakness types suggest multiple actionable remediation targets rather than a systemic, broadly compromised attack surface requiring an immediate block.",high
data/scans/high-qual/node-22-slim.json,node:22-slim,high-qual,ALLOW,WARN,287.0,61.0,5.0,19.0,13.0,10.0,41.0,13.0,"Five critical CVEs and a max_cvss of 10.0 indicate serious, prioritized risk. However, with 13 Top 25 CWEs and 41 unique CWEs across 287 dependencies, the risk appears contained to specific components rather than being broadly systemic, warranting urgent remediation within a sprint cycle.",high
data/scans/high-qual/node-20-slim.json,node:20-slim,high-qual,ALLOW,WARN,293.0,72.0,5.0,30.0,23.0,10.0,45.0,20.0,"5 critical CVEs and a max_cvss of 10.0 indicate significant risk. However, with 20 Top 25 CWE matches across 293 dependencies, the breadth of compromise is not systemic, suggesting concentrated vulnerabilities requiring urgent, but not emergency, remediation.",high
data/scans/high-qual/node-current-alpine.json,node:current-alpine,high-qual,ALLOW,WARN,165.0,14.0,0.0,9.0,4.0,8.6,12.0,6.0,"No critical CVEs, but 9 high-severity CVEs and a max_cvss of 8.6 indicate actionable risk. Across 165 components, 6 Top 25 CWE matches and 12 unique weakness types suggest prioritized remediation targets rather than systemic compromise, fitting a sprint-cycle fix.",high
data/scans/high-qual/node-iron-alpine.json,node:iron-alpine,high-qual,ALLOW,WARN,223.0,25.0,0.0,20.0,14.0,8.8,17.0,13.0,"No critical CVEs, but 20 high-severity CVEs with max_cvss 8.8 and 13 Top 25 CWE matches indicate actionable risk. Across 223 components, this suggests prioritized remediation targets within normal engineering cycles, not an emergency.",high
data/scans/high-qual/golang-1.23-alpine.json,golang:1.23-alpine,high-qual,ALLOW,WARN,58.0,51.0,2.0,37.0,17.0,10.0,18.0,19.0,"Two critical CVEs with max_cvss 10.0 and 37 high CVEs indicate significant risk. While 19 Top 25 CWE matches across 58 components suggest multiple exploitable paths, this profile points to prioritized remediation targets rather than a systemic, immediately exploitable compromise.",high
data/scans/high-qual/golang-1.23-bookworm.json,golang:1.23-bookworm,high-qual,ALLOW,BLOCK,246.0,1927.0,25.0,1230.0,426.0,10.0,106.0,505.0,"With 25 critical CVEs and max_cvss 10.0, the image presents severe risk. The 505 Top 25 CWE matches, exceeding the 246 total dependencies, and 106 unique CWEs indicate a systemic compromise with multiple independent, broadly exploitable entry points.",high
